13648,13981
13981,13648
7053,5169
5169,7053
9355,3857
3857,9355
12343,14170
14170,12343
4168,14202
14202,4168
1865,794
794,1865
3220,8047
8047,3220
13719,13632
13632,13719
5493,8249
8249,5493
5802,16174
16174,5802
8763,15996
15996,8763
10327,10591
10591,10327
14167,9069
9069,14167
5036,1365
1365,5036
12009,9571
9571,12009
9142,9384
9384,9142
2370,7318
7318,2370
5568,15189
15189,5568
10411,15365
15365,10411
12818,9151
9151,12818
3379,7518
7518,3379
769,2261
2261,769
11925,5901
5901,11925
13614,8304
8304,13614
7621,12392
12392,7621
13492,4177
4177,13492
16795,7900
7900,16795
2003,6743
6743,2003
15852,2843
2843,15852
3728,15219
15219,3728
2278,8668
8668,2278
6068,10035
10035,6068
13743,4927
4927,13743
9149,2045
2045,9149
6829,14297
14297,6829
3978,9917
9917,3978
7717,207
207,7717
13278,4598
4598,13278
5003,13094
13094,5003
6862,1413
1413,6862
3353,10619
10619,3353
12680,15229
15229,12680
683,2113
2113,683
10515,14560
14560,10515
2463,11050
11050,2463
11245,4048
4048,11245
10672,4186
4186,10672
7750,9954
9954,7750
10570,8605
8605,10570
8949,10278
10278,8949
3034,5389
5389,3034
12762,517
517,12762
15666,1525
1525,15666
8592,11926
11926,8592
14970,5205
5205,14970
1496,8982
8982,1496
6470,16057
16057,6470
14058,5877
5877,14058
12879,11655
11655,12879
14314,3588
3588,14314
15675,6714
6714,15675
5807,15713
15713,5807
14668,12976
12976,14668
19,12097
12097,19
3959,7581
7581,3959
845,5265
5265,845
10158,10731
10731,10158
11970,9592
9592,11970
11969,14063
14063,11969
8022,14964
14964,8022
6974,10083
10083,6974
419,10526
10526,419
14964,15189
15189,14964
126,8961
8961,126
10194,16023
16023,10194
2473,4948
4948,2473
15275,12607
12607,15275
8009,9252
9252,8009
6020,11283
11283,6020
16006,4949
4949,16006
2630,14731
14731,2630
10725,10963
10963,10725
2836,10635
10635,2836
11959,1482
1482,11959
13151,3079
3079,13151
15499,13254
13254,15499
10069,5182
5182,10069
10060,9792
9792,10060
11380,2529
2529,11380
12030,16409
16409,12030
2089,4958
4958,2089
4691,2218
2218,4691
3818,2064
2064,3818
14770,14542
14542,14770
13944,6098
6098,13944
12198,6544
6544,12198
16551,8805
8805,16551
2196,16317
16317,2196
1193,7237
7237,1193
3542,853
853,3542
2385,6390
6390,2385
15315,2183
2183,15315
12579,8895
8895,12579
4893,4954
4954,4893
2869,1484
1484,2869
5637,8081
8081,5637
10773,4372
4372,10773
13802,9024
9024,13802
6708,10879
10879,6708
12501,8423
8423,12501
334,13555
13555,334
1120,16184
16184,1120
8503,5572
5572,8503
3083,4826
4826,3083
433,8838
8838,433
14118,6227
6227,14118
13259,14639
14639,13259
1700,13992
13992,1700
16010,14651
14651,16010
11287,11359
11359,11287
8684,4829
4829,8684
3890,15657
15657,3890
7880,9730
9730,7880
9403,10932
10932,9403
16274,1865
1865,16274
6489,3759
3759,6489
6793,6614
6614,6793
2473,2049
2049,2473
6519,7543
7543,6519
5559,819
819,5559
15015,8091
8091,15015
11157,16389
16389,11157
6926,13559
13559,6926
12566,3691
3691,12566
1408,11524
11524,1408
10095,14084
14084,10095
4037,27
27,4037
12249,4014
4014,12249
5402,12886
12886,5402
4449,8831
8831,4449
5055,2225
2225,5055
1157,9404
9404,1157
631,1252
1252,631
13172,2188
2188,13172
13115,1654
1654,13115
957,12756
12756,957
10974,11959
11959,10974
4914,10853
10853,4914
11273,8054
8054,11273
9771,1313
1313,9771
3996,9236
9236,3996
10433,4630
4630,10433
8631,16845
16845,8631
8874,3771
3771,8874
15725,10294
10294,15725
309,2140
2140,309
881,15363
15363,881
13349,545
545,13349
270,15209
15209,270
14649,8091
8091,14649
13862,14127
14127,13862
5228,6475
6475,5228
4340,14149
14149,4340
9141,16543
16543,9141
3398,6284
6284,3398
16143,2297
2297,16143
11237,9686
9686,11237
12142,5591
5591,12142
4277,14739
14739,4277
5388,12964
12964,5388
6252,4704
4704,6252
8098,4839
4839,8098
10515,9701
9701,10515
6645,16676
16676,6645
6414,12579
12579,6414
2565,14015
14015,2565
12128,10796
10796,12128
14172,2810
2810,14172
11739,5359
5359,11739
9442,14562
14562,9442
14294,14292
14292,14294
2785,13008
13008,2785
4566,6332
6332,4566
13236,2307
2307,13236
13360,2373
2373,13360
4304,6332
6332,4304
12568,5591
5591,12568
15014,12137
12137,15014
1316,14486
14486,1316
13923,6428
6428,13923
15251,9606
9606,15251
6531,11070
11070,6531
13329,12859
12859,13329
2847,10853
10853,2847
15022,7302
7302,15022
11553,4795
4795,11553
15245,2621
2621,15245
14515,7471
7471,14515
4579,2780
2780,4579
11805,5016
5016,11805
12992,6269
6269,12992
12663,15627
15627,12663
10194,8131
8131,10194
14494,4150
4150,14494
16132,1892
1892,16132
3205,11500
11500,3205
15939,1497
1497,15939
10021,9142
9142,10021
10081,9193
9193,10081
15418,5932
5932,15418
6323,9027
9027,6323
2674,8831
8831,2674
6244,12144
12144,6244
10158,13577
13577,10158
9366,16795
16795,9366
808,10673
10673,808
395,8814
8814,395
9648,643
643,9648
1534,2671
2671,1534
12175,14533
14533,12175
8028,12340
12340,8028
3031,8287
8287,3031
2181,16253
16253,2181
1403,2373
2373,1403
12478,921
921,12478
12037,14010
14010,12037
14382,15586
15586,14382
3425,10843
10843,3425
4996,10773
10773,4996
10352,8316
8316,10352
4973,16239
16239,4973
11150,14712
14712,11150
15120,239
239,15120
7470,2371
2371,7470
15889,7395
7395,15889
1288,16386
16386,1288
4138,3545
3545,4138
15015,14186
14186,15015
3167,13436
13436,3167
16140,1729
1729,16140
16174,11701
11701,16174
14450,6271
6271,14450
3035,12728
12728,3035
3304,5039
5039,3304
769,5591
5591,769
5018,15608
15608,5018
12818,3621
3621,12818
10245,13707
13707,10245
8174,622
622,8174
15094,3340
3340,15094
9686,5607
5607,9686
14729,11321
11321,14729
15335,13760
13760,15335
8186,15908
15908,8186
9709,6530
6530,9709
14643,16650
16650,14643
4311,5543
5543,4311
5040,3474
3474,5040
8216,5170
5170,8216
2473,573
573,2473
12371,2528
2528,12371
2307,7451
7451,2307
5514,10712
10712,5514
15734,12718
12718,15734
6828,13992
13992,6828
10047,16324
16324,10047
9798,6952
6952,9798
10790,14153
14153,10790
11594,2836
2836,11594
7547,8229
8229,7547
16765,16841
16841,16765
6031,5754
5754,6031
13432,15161
15161,13432
1574,5587
5587,1574
10426,13876
13876,10426
6866,11251
11251,6866
689,12778
12778,689
13075,11891
11891,13075
7440,9271
9271,7440
3331,13786
13786,3331
10017,12136
12136,10017
16607,3608
3608,16607
3661,16172
16172,3661
1516,12183
12183,1516
10043,16740
16740,10043
3890,16409
16409,3890
12856,11968
11968,12856
8587,12064
12064,8587
8005,15846
15846,8005
8886,4749
4749,8886
12810,16696
16696,12810
1511,15222
15222,1511
4753,6426
6426,4753
7023,16688
16688,7023
12705,6322
6322,12705
7470,15687
15687,7470
9457,8887
8887,9457
3942,15229
15229,3942
2855,8730
8730,2855
6978,9748
9748,6978
4913,16857
16857,4913
8702,6510
6510,8702
7033,3039
3039,7033
10376,7881
7881,10376
9896,74
74,9896
12972,10988
10988,12972
4579,2459
2459,4579
13669,3746
3746,13669
102,6578
6578,102
7261,7592
7592,7261
6722,2588
2588,6722
15748,4614
4614,15748
7800,11253
11253,7800
1892,927
927,1892
12690,11275
11275,12690
2576,7975
7975,2576
13794,8329
8329,13794
2980,12000
12000,2980
4088,12960
12960,4088
8758,4540
4540,8758
7080,9651
9651,7080
16403,9389
9389,16403
4700,11272
11272,4700
3294,1021
1021,3294
1193,2057
2057,1193
11535,2740
2740,11535
11404,6229
6229,11404
10631,9689
9689,10631
1288,6266
6266,1288
12674,15064
15064,12674
8600,13938
13938,8600
4784,7186
7186,4784
13535,117
117,13535
11225,7395
7395,11225
5652,12069
12069,5652
1519,15998
15998,1519
7816,15519
15519,7816
1648,6020
6020,1648
4118,12960
12960,4118
10059,16818
16818,10059
11609,5291
5291,11609
13734,9567
9567,13734
7569,10165
10165,7569
12968,11754
11754,12968
6588,4062
4062,6588
1622,12154
12154,1622
14507,8736
8736,14507
7919,2061
2061,7919
15760,15712
15712,15760
16140,8763
8763,16140
6064,12171
12171,6064
14164,15163
15163,14164
7170,10052
10052,7170
1242,12283
12283,1242
6471,7799
7799,6471
15843,8018
8018,15843
13704,15178
15178,13704
1024,2032
2032,1024
4631,10862
10862,4631
15930,6674
6674,15930
13793,883
883,13793
1291,8011
8011,1291
14462,5179
5179,14462
12411,1606
1606,12411
8364,6999
6999,8364
16034,15133
15133,16034
5716,5422
5422,5716
2666,647
647,2666
7159,6860
6860,7159
5237,5195
5195,5237
13717,14070
14070,13717
2869,1915
1915,2869
12791,14844
14844,12791
1554,14248
14248,1554
4594,15117
15117,4594
10205,14899
14899,10205
16711,1008
1008,16711
10794,11507
11507,10794
2869,9270
9270,2869
7107,7609
7609,7107
10467,4696
4696,10467
16096,13917
13917,16096
5361,13717
13717,5361
10475,7031
7031,10475
8560,121
121,8560
2329,11211
11211,2329
15431,12746
12746,15431
12728,2602
2602,12728
12024,12837
12837,12024
6477,4180
4180,6477
4350,14383
14383,4350
1389,3419
3419,1389
12688,3203
3203,12688
12811,10184
10184,12811
8021,8888
8888,8021
249,3675
3675,249
4672,13091
13091,4672
12372,3906
3906,12372
13259,12037
12037,13259
9236,15572
15572,9236
482,11790
11790,482
9360,5250
5250,9360
16837,15241
15241,16837
16204,4186
4186,16204
3690,12243
12243,3690
12386,3023
3023,12386
2508,4918
4918,2508
8385,13487
13487,8385
12695,10948
10948,12695
8244,5900
5900,8244
1998,11986
11986,1998
5520,14127
14127,5520
8911,8807
8807,8911
4718,6269
6269,4718
7562,9478
9478,7562
10561,9592
9592,10561
11058,10398
10398,11058
9719,8751
8751,9719
9333,13411
13411,9333
2057,2952
2952,2057
15128,2922
2922,15128
246,14115
14115,246
13895,15257
15257,13895
375,7355
7355,375
14652,2404
2404,14652
732,14008
14008,732
5317,15838
15838,5317
15074,15868
15868,15074
7908,14437
14437,7908
13111,7978
7978,13111
12748,1510
1510,12748
8240,10480
10480,8240
14447,13491
13491,14447
9693,7688
7688,9693
6178,4274
4274,6178
1548,1735
1735,1548
10913,6637
6637,10913
10030,4829
4829,10030
4875,2846
2846,4875
3230,715
715,3230
7904,13914
13914,7904
8018,4402
4402,8018
14327,2994
2994,14327
9098,7478
7478,9098
16851,4535
4535,16851
2101,10929
10929,2101
16614,14391
14391,16614
145,1766
1766,145
14088,8081
8081,14088
4231,3683
3683,4231
8078,6338
6338,8078
14315,4862
4862,14315
16331,11824
11824,16331
4736,11520
11520,4736
14659,2420
2420,14659
8423,9002
9002,8423
8606,1539
1539,8606
4041,3559
3559,4041
9964,6811
6811,9964
14582,8589
8589,14582
5621,13374
13374,5621
2144,10252
10252,2144
5840,3878
3878,5840
14629,15760
15760,14629
1364,6879
6879,1364
5925,8123
8123,5925
434,12607
12607,434
15680,11490
11490,15680
8144,8274
8274,8144
284,13602
13602,284
3121,15832
15832,3121
12663,11736
11736,12663
8577,959
959,8577
2822,15950
15950,2822
5964,8236
8236,5964
12361,8927
8927,12361
3068,12973
12973,3068
11038,3841
3841,11038
7187,6702
6702,7187
9255,7438
7438,9255
13152,5484
5484,13152
13633,16145
16145,13633
5450,11398
11398,5450
5493,9782
9782,5493
15414,2861
2861,15414
14202,16073
16073,14202
5797,10193
10193,5797
3614,839
839,3614
6163,1656
1656,6163
2532,13343
13343,2532
6481,245
245,6481
3220,131
131,3220
3091,6167
6167,3091
11614,11514
11514,11614
13647,16201
16201,13647
918,13716
13716,918
7503,872
872,7503
11088,2773
2773,11088
15068,4294
4294,15068
16268,16332
16332,16268
14145,11193
11193,14145
5568,4829
4829,5568
13959,1389
1389,13959
15330,5203
5203,15330
1373,1464
1464,1373
1262,12213
12213,1262
11470,8732
8732,11470
9536,5744
5744,9536
8627,8377
8377,8627
12655,6906
6906,12655
12816,14179
14179,12816
3979,8642
8642,3979
15904,11332
11332,15904
16432,13703
13703,16432
2345,15745
15745,2345
4955,14586
14586,4955
1942,8158
8158,1942
1197,834
834,1197
3215,8431
8431,3215
11081,13471
13471,11081
6306,13961
13961,6306
9989,14707
14707,9989
11882,2610
2610,11882
4604,4156
4156,4604
1004,10992
10992,1004
212,14210
14210,212
4656,12425
12425,4656
2744,9196
9196,2744
13231,9294
9294,13231
11058,4600
4600,11058
11326,7798
7798,11326
10731,4205
4205,10731
16095,11435
11435,16095
4666,2001
2001,4666
4865,3150
3150,4865
109,3882
3882,109
1215,1763
1763,1215
11213,11304
11304,11213
16158,11225
11225,16158
4704,12092
12092,4704
8448,2726
2726,8448
5378,16732
16732,5378
14709,9972
9972,14709
11535,9103
9103,11535
14964,4829
4829,14964
15806,14715
14715,15806
1168,1193
1193,1168
6580,7905
7905,6580
1468,13728
13728,1468
13588,6306
6306,13588
13650,768
768,13650
13966,15526
15526,13966
6700,4065
4065,6700
8742,5832
5832,8742
14920,13575
13575,14920
1666,8236
8236,1666
6396,6283
6283,6396
1315,7255
7255,1315
16802,5261
5261,16802
12235,8898
8898,12235
16349,8699
8699,16349
13460,4027
4027,13460
1603,14303
14303,1603
7491,12673
12673,7491
11216,6475
6475,11216
10504,6269
6269,10504
3661,3771
3771,3661
14959,8026
8026,14959
573,11721
11721,573
5803,16507
16507,5803
4036,6277
6277,4036
7107,6267
6267,7107
13388,14889
14889,13388
68,3857
3857,68
7903,9584
9584,7903
8510,12248
12248,8510
8508,15585
15585,8508
1798,3817
3817,1798
9272,3903
3903,9272
13152,5752
5752,13152
15448,2151
2151,15448
10595,11618
11618,10595
894,7733
7733,894
10883,16222
16222,10883
3003,2616
2616,3003
13317,1251
1251,13317
10545,4334
4334,10545
5273,1766
1766,5273
7905,6782
6782,7905
3960,2094
2094,3960
1492,14448
14448,1492
4799,6047
6047,4799
11380,5135
5135,11380
1192,5296
5296,1192
11062,11619
11619,11062
7296,258
258,7296
10718,2949
2949,10718
6786,4882
4882,6786
3558,744
744,3558
14948,8752
8752,14948
6114,15564
15564,6114
4912,6863
6863,4912
12451,13760
13760,12451
16696,5908
5908,16696
876,16552
16552,876
2900,6436
6436,2900
7187,15025
15025,7187
12997,16148
16148,12997
10561,8600
8600,10561
8104,3585
3585,8104
3212,7462
7462,3212
3186,6241
6241,3186
2095,11112
11112,2095
8027,16170
16170,8027
3960,9799
9799,3960
3819,7874
7874,3819
2915,2745
2745,2915
10628,4345
4345,10628
6283,14999
14999,6283
2723,12374
12374,2723
12186,7985
7985,12186
3731,6714
6714,3731
5031,14260
14260,5031
7624,13686
13686,7624
9068,1009
1009,9068
7944,10658
10658,7944
733,3038
3038,733
5704,16
16,5704
7904,15955
15955,7904
4332,15979
15979,4332
11820,11045
11045,11820
677,3668
3668,677
8758,10582
10582,8758
12030,14238
14238,12030
9666,16392
16392,9666
6596,13594
13594,6596
11090,6446
6446,11090
1795,16835
16835,1795
4449,699
699,4449
2735,2935
2935,2735
16684,397
397,16684
8684,4402
4402,8684
2094,10486
10486,2094
920,13602
13602,920
502,7427
7427,502
1622,7458
7458,1622
11499,6092
6092,11499
15196,15404
15404,15196
2354,6626
6626,2354
2319,16431
16431,2319
841,16692
16692,841
4408,7464
7464,4408
11732,10235
10235,11732
9874,4613
4613,9874
8262,1676
1676,8262
13463,1560
1560,13463
4198,11037
11037,4198
10971,10295
10295,10971
16673,3025
3025,16673
3073,9881
9881,3073
10220,15988
15988,10220
15862,10919
10919,15862
15903,13172
13172,15903
8865,14370
14370,8865
7511,9971
9971,7511
2840,2705
2705,2840
12989,12607
12607,12989
6031,13569
13569,6031
12000,2479
2479,12000
9011,7025
7025,9011
13696,3609
3609,13696
11925,15891
15891,11925
16858,11823
11823,16858
7902,15454
15454,7902
1378,9326
9326,1378
15335,4205
4205,15335
10830,10440
10440,10830
14610,11119
11119,14610
2980,14204
14204,2980
1249,9855
9855,1249
1922,12607
12607,1922
769,9218
9218,769
15418,2927
2927,15418
10917,236
236,10917
3150,5755
5755,3150
3774,14250
14250,3774
6812,12040
12040,6812
88,6790
6790,88
207,1786
1786,207
11237,5287
5287,11237
6695,9011
9011,6695
7906,8406
8406,7906
5922,1891
1891,5922
11579,13160
13160,11579
1192,8008
8008,1192
3069,8018
8018,3069
7723,15869
15869,7723
14503,15544
15544,14503
14918,9370
9370,14918
5983,9714
9714,5983
6805,14252
14252,6805
5714,12707
12707,5714
1165,7124
7124,1165
9938,8704
8704,9938
84,6267
6267,84
12750,14819
14819,12750
7033,1055
1055,7033
7308,9396
9396,7308
14374,14383
14383,14374
7929,6296
6296,7929
10769,1627
1627,10769
3238,9143
9143,3238
12438,1900
1900,12438
11918,144
144,11918
11462,3311
3311,11462
10068,4963
4963,10068
2511,11258
11258,2511
4474,12732
12732,4474
3232,1192
1192,3232
3961,15365
15365,3961
6936,4505
4505,6936
5365,8739
8739,5365
15465,7445
7445,15465
3505,12870
12870,3505
8092,8165
8165,8092
8999,733
733,8999
1831,11499
11499,1831
12051,673
673,12051
1827,7593
7593,1827
3766,8481
8481,3766
15015,14564
14564,15015
8885,1385
1385,8885
16665,4961
4961,16665
13594,2527
2527,13594
2660,7567
7567,2660
6259,16536
16536,6259
13957,13132
13132,13957
3690,15252
15252,3690
11970,4656
4656,11970
13124,9933
9933,13124
5225,2693
2693,5225
7205,7554
7554,7205
7705,1461
1461,7705
5597,7934
7934,5597
5299,8277
8277,5299
1476,4518
4518,1476
6291,13226
13226,6291
12550,16427
16427,12550
13992,2923
2923,13992
8429,6595
6595,8429
3778,8841
8841,3778
8181,2329
2329,8181
9592,846
846,9592
10720,4902
4902,10720
10026,15825
15825,10026
6477,3001
3001,6477
1484,10236
10236,1484
6067,10485
10485,6067
5608,4309
4309,5608
2855,464
464,2855
1700,6828
6828,1700
1640,3579
3579,1640
2287,4144
4144,2287
15291,2138
2138,15291
12804,14250
14250,12804
12285,853
853,12285
13699,3051
3051,13699
4603,14027
14027,4603
6064,3771
3771,6064
1067,15960
15960,1067
5732,3032
3032,5732
1280,10591
10591,1280
7276,14910
14910,7276
8200,6893
6893,8200
9360,1627
1627,9360
1403,15128
15128,1403
4975,16824
16824,4975
3425,7383
7383,3425
8446,3916
3916,8446
5166,3560
3560,5166
10075,3824
3824,10075
11012,10564
10564,11012
3269,16669
16669,3269
7987,9229
9229,7987
8281,7232
7232,8281
14427,4140
4140,14427
9331,108
108,9331
7792,15177
15177,7792
1120,7865
7865,1120
8763,590
590,8763
4659,5449
5449,4659
11183,7413
7413,11183
13181,9662
9662,13181
5145,16454
16454,5145
10772,6381
6381,10772
4466,5808
5808,4466
11805,13583
13583,11805
16143,260
260,16143
15929,5404
5404,15929
11882,11551
11551,11882
12250,3087
3087,12250
4672,10757
10757,4672
105,14394
14394,105
13578,3821
3821,13578
9236,15682
15682,9236
5026,13729
13729,5026
1554,6787
6787,1554
10872,14317
14317,10872
340,11258
11258,340
16379,11275
11275,16379
13179,2769
2769,13179
16080,6512
6512,16080
7033,5861
5861,7033
8665,15866
15866,8665
13836,9714
9714,13836
3837,15032
15032,3837
4059,7497
7497,4059
5420,3453
3453,5420
7159,16553
16553,7159
4513,4469
4469,4513
5209,13032
13032,5209
4448,9709
9709,4448
4083,9022
9022,4083
15114,882
882,15114
3272,16162
16162,3272
3224,11018
11018,3224
1949,7666
7666,1949
388,3728
3728,388
577,10797
10797,577
1439,12290
12290,1439
15836,7441
7441,15836
7584,11225
11225,7584
10814,3358
3358,10814
5318,3526
3526,5318
15605,6754
6754,15605
8967,11858
11858,8967
14225,12276
12276,14225
4972,2889
2889,4972
9396,15913
15913,9396
1865,13041
13041,1865
6743,1160
1160,6743
393,14810
14810,393
1245,5227
5227,1245
3428,1749
1749,3428
257,2117
2117,257
14582,5316
5316,14582
4350,1795
1795,4350
5702,8777
8777,5702
10294,11586
11586,10294
15236,1410
1410,15236
10261,11638
11638,10261
14337,4731
4731,14337
4824,11477
11477,4824
15020,5727
5727,15020
6436,4800
4800,6436
15465,10507
10507,15465
1800,12804
12804,1800
12022,9221
9221,12022
4675,15326
15326,4675
3304,5096
5096,3304
3978,8982
8982,3978
14869,16111
16111,14869
6576,8752
8752,6576
13467,152
152,13467
11247,7158
7158,11247
12138,3919
3919,12138
233,8297
8297,233
15591,4203
4203,15591
5041,15834
15834,5041
11142,11279
11279,11142
8011,2378
2378,8011
14790,3171
3171,14790
11493,3400
3400,11493
4548,7041
7041,4548
16349,10419
10419,16349
10017,14287
14287,10017
3192,317
317,3192
11550,7317
7317,11550
5380,3599
3599,5380
14072,4059
4059,14072
4700,1396
1396,4700
1319,988
988,1319
1308,8935
8935,1308
8187,1264
1264,8187
7326,13013
13013,7326
344,3001
3001,344
262,15242
15242,262
5188,7751
7751,5188
15661,7951
7951,15661
11739,14544
14544,11739
14518,6970
6970,14518
16782,10836
10836,16782
3431,2935
2935,3431
6495,1192
1192,6495
8585,4693
4693,8585
12864,12667
12667,12864
14675,16753
16753,14675
1783,12584
12584,1783
2201,5927
5927,2201
5084,12474
12474,5084
5115,8377
8377,5115
15020,14721
14721,15020
10913,815
815,10913
11513,15894
15894,11513
3882,11852
11852,3882
3407,14777
14777,3407
9976,12542
12542,9976
15372,4034
4034,15372
14573,4583
4583,14573
15605,1761
1761,15605
4603,12551
12551,4603
13944,3069
3069,13944
2746,16199
16199,2746
4647,16795
16795,4647
11225,9196
9196,11225
1217,15182
15182,1217
10181,9160
9160,10181
4343,10907
10907,4343
734,7077
7077,734
4299,7602
7602,4299
6602,13840
13840,6602
1267,5096
5096,1267
6323,6319
6319,6323
499,7210
7210,499
2262,9562
9562,2262
5228,9728
9728,5228
15490,848
848,15490
8716,207
207,8716
8089,5936
5936,8089
4715,10671
10671,4715
8624,13450
13450,8624
5054,1469
1469,5054
7980,10904
10904,7980
3264,6339
6339,3264
16269,16801
16801,16269
3121,8505
8505,3121
15717,1012
1012,15717
13399,3511
3511,13399
5026,15636
15636,5026
7535,7255
7255,7535
11287,8330
8330,11287
9699,10705
10705,9699
15920,12860
12860,15920
3329,7865
7865,3329
1304,6267
6267,1304
7613,3913
3913,7613
7160,5099
5099,7160
869,11974
11974,869
16693,10339
10339,16693
15476,8655
8655,15476
5170,5185
5185,5170
15197,9240
9240,15197
10013,2355
2355,10013
4653,14492
14492,4653
10628,13770
13770,10628
7388,14533
14533,7388
7229,16166
16166,7229
3835,8383
8383,3835
9588,11224
11224,9588
8184,11434
11434,8184
11565,16568
16568,11565
14151,10851
10851,14151
14598,2680
2680,14598
15909,27
27,15909
9668,6265
6265,9668
8458,13888
13888,8458
3410,10836
10836,3410
14680,992
992,14680
5535,1526
1526,5535
257,9501
9501,257
14715,986
986,14715
6803,9534
9534,6803
10081,2647
2647,10081
7488,3221
3221,7488
9213,16423
16423,9213
2785,14167
14167,2785
15729,12110
12110,15729
15677,11920
11920,15677
5163,3051
3051,5163
15701,10062
10062,15701
11477,12375
12375,11477
5128,6248
6248,5128
10181,3228
3228,10181
7165,7671
7671,7165
12519,14967
14967,12519
8281,6240
6240,8281
241,8217
8217,241
2819,16380
16380,2819
11639,9670
9670,11639
10760,6318
6318,10760
14039,15117
15117,14039
1171,5118
5118,1171
13674,14430
14430,13674
14319,10970
10970,14319
4630,2938
2938,4630
15074,1454
1454,15074
15165,7988
7988,15165
75,16034
16034,75
3449,11299
11299,3449
6178,11552
11552,6178
11316,1288
1288,11316
4762,12691
12691,4762
3791,12756
12756,3791
16184,13040
13040,16184
15883,13866
13866,15883
974,11370
11370,974
12648,8557
8557,12648
4164,4636
4636,4164
4515,7337
7337,4515
2915,2505
2505,2915
2057,13963
13963,2057
8624,10901
10901,8624
4274,7625
7625,4274
3713,5868
5868,3713
15793,11879
11879,15793
10946,6077
6077,10946
13928,4524
4524,13928
7515,8026
8026,7515
2525,10806
10806,2525
10622,7673
7673,10622
5587,15406
15406,5587
11460,1602
1602,11460
11666,3922
3922,11666
6979,5013
5013,6979
6815,7800
7800,6815
1441,7207
7207,1441
14672,15760
15760,14672
11301,10
10,11301
12042,10036
10036,12042
12821,914
914,12821
11408,5734
5734,11408
1540,5873
5873,1540
5568,4402
4402,5568
2548,9635
9635,2548
189,12325
12325,189
15031,13
13,15031
11247,8260
8260,11247
1025,12597
12597,1025
14167,1665
1665,14167
7443,579
579,7443
7663,1077
1077,7663
12447,5776
5776,12447
2053,207
207,2053
3446,11916
11916,3446
16858,845
845,16858
10870,5277
5277,10870
10412,12535
12535,10412
3736,12429
12429,3736
4023,15869
15869,4023
8729,13330
13330,8729
6179,8878
8878,6179
6058,10803
10803,6058
7627,16322
16322,7627
3859,4134
4134,3859
9588,10553
10553,9588
870,6428
6428,870
3449,5956
5956,3449
12545,7223
7223,12545
10891,12920
12920,10891
9227,14711
14711,9227
2319,11064
11064,2319
5591,12276
12276,5591
6386,6323
6323,6386
6786,11892
11892,6786
7351,3033
3033,7351
468,12248
12248,468
16815,14330
14330,16815
16260,1276
1276,16260
14441,1244
1244,14441
1421,10853
10853,1421
11235,11417
11417,11235
7001,4906
4906,7001
10330,2680
2680,10330
1589,10437
10437,1589
12108,14954
14954,12108
16336,1271
1271,16336
8550,4296
4296,8550
10731,13577
13577,10731
15894,5999
5999,15894
5080,14396
